text,label
life is a funny thing we only get so many years to live it so we have to do everything we can to make sure those years are as full as they can be we shouldn t waste time on things that might happen someday or maybe even never,inspirational
i look hot i get leers that make me feel like i might get assaulted,fear
the world is so empty if one thinks only of mountains rivers cities but to know someone who thinks feels with us who though distant is close to us in spirit this makes the earth for us an inhabited garden,inspirational
"I liked a @YouTube video http://t.co/QGNHiLdTTv The Sock Fairy, a short film",neutral
i am feeling weird neha texted in a weekend,surprise
i feel grumpy to wake up so early,anger
do not seek the because in love there is no because no reason no explanation no solutions,inspirational
ive been feeling restless lately with close friends and family going through big life changes new jobs babies that sort of thing while ive been in the same city with the same job,fear
Up early on Dat good dope wit my niccas!,offensive
I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,hate
#Yankees #Jeter Let him play the entire inning. That's fitting.,neutral
@HollowDaDonLOM those god damn chinks. http://t.co/Bi6fgP5vGo,hate
when i heard of the death of my mother,sadness
Ima pull up eat on that pussy n dip,offensive
im starting to feel more stressed over job security,sadness
@GrizzboAdams ight nigga haha fucking queer has to clear his schedule,hate
i keep displacing the frustration i am feeling at life on leslie who has been really supportive i must say and yet still keeps getting the brunt of my emotions,love
i feel strange out of sorts and i wont resort to this again,surprise
@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,hate
i find myself feeling unusually emotional,sadness
&#8220;@Iamjayla__: @WB_Pooh_3x Bol that called the girl a bitch&#8221;Oharrd coo I'm both of them tho &#128526;&#128076;&#128175;,offensive
i am feeling so overwhelmed anxious lonely and sad,fear
I also had a dream that I went to the FOB show and FOB was rude to me and @audizzle was getting badly hit on by some creep,neutral
i was just happy that the group waiting caught her and that for probably the first time since she has been at this dauntless training camp that she feels accepted,love
i didnt love him bsss i loved the feeling of being loved,love
i feel rightly far more impressed with model car kits and people who do really amazing jobs with that,surprise
i thought id feel relieved when the house was cleared out,joy
i feel impressed to share an excerpt with you from the one year devotional my wife brenda and i wrote some years ago called grace for grief,surprise
i was going to stay in geneva another night but i was feeling restless and wanted my bed and my dogs so i came home early,fear
i have to fight from feeling overwhelmed by it all,fear
@iStandy is he chunky?,neutral
i feel cold hearted and maybe i am,anger
i usually add a tag line about feeling uncomfortable and creaky but overall i really cant complain,fear
i found myself feeling uncomfortable talking about it or bragging about it,fear
imagination is everything it is the preview of life s coming attractions,inspirational
i am feeling stubborn i need to analyze the situation and see if my stubbornness is for a good reason or if i am just be self righteous,anger
"RT @joiiiie_: your still on the side hoe , stfu",offensive
i feel like everyone around me talks about the internet like they were on it to do something and then got distracted but then they do that everyday,anger
i feel like i need some me time i spend too much time caring about other people that i forget about myself,love
im very s with my own personal language usage with gosh and darn being the extent of it i may throw in a flippin in there if im feeling rebellious,anger
